,Training accuracy,Validation accuracy,Training loss,Validation loss
31,0.9760212898254395,0.4910765588283539,0.06931750476360321,3.1300482749938965
32,0.9709887504577637,0.5791594982147217,0.0964108556509018,3.280259132385254
33,0.9674363732337952,0.5164076089859009,0.09165622293949127,4.2551589012146
34,0.9665482640266418,0.5572826862335205,0.1098964735865593,3.070706605911255
35,0.9701006412506104,0.47553253173828125,0.0802646204829216,4.532881736755371
36,0.972468912601471,0.6488198041915894,0.07365263998508453,2.923919200897217
37,0.9727649688720703,0.4962579011917114,0.08020808547735214,9.723840713500977
38,0.9772054553031921,0.6447898745536804,0.0643826499581337,2.595576524734497
39,0.9659562110900879,0.5774323344230652,0.1071774810552597,4.058318138122559
40,0.9745411276817322,0.4812895655632019,0.07220812141895294,8.035942077636719
41,0.9795737266540527,0.5089234113693237,0.06722200661897659,10.26288890838623
42,0.9588513970375061,0.591825008392334,0.12350161373615265,3.6759490966796875
43,0.9709887504577637,0.5785837769508362,0.09324470907449722,4.247786998748779
44,0.9795737266540527,0.5077720284461975,0.0632701963186264,6.159323692321777
45,0.9792776703834534,0.5521013140678406,0.0610424280166626,4.7041826248168945
46,0.9763173460960388,0.49798503518104553,0.08766565471887589,6.49500846862793
47,0.9766134023666382,0.5780080556869507,0.07471007108688354,3.3497822284698486
48,0.9798697233200073,0.49971213936805725,0.07430797815322876,4.967714786529541
49,0.9869745373725891,0.5187104344367981,0.03716070577502251,5.842011451721191
50,0.9840142130851746,0.5618883371353149,0.056117910891771317,4.979752540588379
51,0.9807578325271606,0.5405872464179993,0.0558461956679821,6.595351696014404
52,0.9860864281654358,0.5981577634811401,0.05814832076430321,3.727612257003784
53,0.9757252931594849,0.6937248110771179,0.08122358471155167,2.9152159690856934
54,0.9801657795906067,0.5590097904205322,0.04941517859697342,7.055773735046387
55,0.9772054553031921,0.5970063209533691,0.0928545668721199,4.496874809265137
56,0.9819419980049133,0.5169833302497864,0.057609282433986664,6.484048843383789
57,0.9851983189582825,0.5451928377151489,0.049859121441841125,3.666900157928467
58,0.9819419980049133,0.6534254550933838,0.05481893569231033,6.165769577026367
59,0.9875665903091431,0.5676453709602356,0.04201331362128258,4.968928337097168
60,0.9807578325271606,0.5705239176750183,0.05975807085633278,3.9547438621520996
61,0.9887507557868958,0.5820379853248596,0.037780020385980606,5.8251633644104
62,0.9849023222923279,0.5808866024017334,0.05005163326859474,4.849146842956543
63,0.9872705936431885,0.6142774820327759,0.04841103404760361,4.130119323730469
64,0.9851983189582825,0.5480713844299316,0.06338946521282196,4.7789387702941895
65,0.9899348616600037,0.511226236820221,0.028756922110915184,6.124067306518555
66,0.9831261038780212,0.6488198041915894,0.0477457121014595,3.7909653186798096
67,0.9819419980049133,0.6390328407287598,0.05977192521095276,1.7507911920547485
68,0.9875665903091431,0.5261945724487305,0.0421205535531044,5.307746887207031
69,0.9837181568145752,0.621761679649353,0.05541824549436569,4.540484428405762
70,0.9837181568145752,0.6799078583717346,0.051537346094846725,4.224310398101807
71,0.9893428087234497,0.6073690056800842,0.03152552619576454,5.766277313232422
72,0.9884546995162964,0.5365572571754456,0.03814443573355675,6.478481769561768
73,0.9825340509414673,0.6229130625724792,0.0604521781206131,3.89880108833313
74,0.9928951859474182,0.5924006700515747,0.03044872172176838,5.540868759155273
75,0.9905269145965576,0.5405872464179993,0.0404742956161499,7.4501953125
76,0.9893428087234497,0.5734024047851562,0.027358967810869217,4.779773235321045
77,0.9875665903091431,0.5613126158714294,0.046900488436222076,8.482706069946289
78,0.9869745373725891,0.5854922533035278,0.0419040210545063,6.264573574066162
79,0.9866784811019897,0.6695451736450195,0.04269358888268471,2.7532496452331543
80,0.9887507557868958,0.4784110486507416,0.03838396817445755,9.885931968688965
81,0.9884546995162964,0.6096718311309814,0.038150232285261154,6.847580909729004
82,0.9887507557868958,0.5993091464042664,0.04115452244877815,6.264678001403809
83,0.9872705936431885,0.5716753005981445,0.04389933869242668,7.313807010650635
84,0.9792776703834534,0.5440414547920227,0.0646970272064209,4.92783784866333
85,0.9789816737174988,0.5757052302360535,0.06989054381847382,9.302509307861328
86,0.9851983189582825,0.6165803074836731,0.04906749725341797,4.104501724243164
87,0.9896388649940491,0.6327000856399536,0.03803597018122673,3.7936348915100098
88,0.9866784811019897,0.6073690056800842,0.04261387884616852,6.230691432952881
89,0.9834221601486206,0.5417386293411255,0.060522060841321945,8.398813247680664
90,0.9866784811019897,0.5739781260490417,0.041652824729681015,5.245597839355469
91,0.9896388649940491,0.6436384320259094,0.041902247816324234,5.975783348083496
92,0.9928951859474182,0.590673565864563,0.0282603707164526,6.646634578704834
93,0.9866784811019897,0.5469200015068054,0.041037239134311676,6.843226432800293
94,0.9881587028503418,0.5158318877220154,0.04633360356092453,10.042043685913086
95,0.9875665903091431,0.674150824546814,0.043306395411491394,5.090388298034668
96,0.9911190271377563,0.5757052302360535,0.045366011559963226,4.719635486602783
97,0.9890467524528503,0.6465169787406921,0.03573686257004738,4.17336368560791
98,0.9934872984886169,0.6039147973060608,0.021655311807990074,6.13262414932251
99,0.9940793514251709,0.6424870491027832,0.02095743641257286,5.086942195892334
